ubicacion,codigo_ine,Comunidad Autónoma,Provincia,%_casas_vacias,Viviendas totales,Mediana consumo anual,Viviendas con bajo consumo,Viviendas de uso esporádico,prev_res_misma_vivienda,prev_res_mismo_municipio,prev_res_misma_provincia,prev_res_misma_comunidad,prev_res_dif_comunidad,prev_res_en_extranjero,prev_res_no_nacido,Poblacion,Poblacion_-16,Poblacion_16-64,Poblacion_+65,Hombres,Hombres_-16,Hombres_16-64,Hombres_+65,Mujeres,Mujeres_-16,Mujeres_16-64,Mujeres_+65,total Paro Registrado,Paro hombre edad < 25,Paro hombre edad 25 -45 ,Paro hombre edad >=45,Paro mujer edad < 25,Paro mujer edad 25 -45 ,Paro mujer edad >=45,Paro Agricultura,Paro Industria,Paro Construcción,Paro Servicios,Paro Sin empleo Anterior,SUPERFICIE,PERIMETRO,LONGITUD_ETRS89,LATITUD_ETRS89,ALTITUD
    50119 Gelsa,50119,Aragón,Zaragoza,20.713305898491083,729,2419,33,80,371,480,42,10,29,21,50,1003,95,600,308,532,49,329,154,471,46,271,154,26,5,4,1,1,5,11,1,2,4,16,4,7203.5294,44346,-0.46196276,41.40662053,154.0
    50126 Illueca,50126,Aragón,Zaragoza,16.090584028605484,1678,2272,64,154,905,1427,166,3,43,96,127,2767,272,1851,644,1379,138,943,298,1388,134,908,346,121,3,11,18,5,19,66,7,35,3,63,12,2485.9709,24249,-1.6296782,41.53898762,605.0
    50137 Leciñena,50137,Aragón,Zaragoza,25.164690382081687,759,2419,25,81,338,617,60,7,11,15,88,1136,134,625,377,581,70,333,178,555,64,292,199,15,4,3,5,0,1,9,5,5,0,9,0,17864.2708,91097,-0.61046189,41.79933716,416.0
    50152 Maella,50152,Aragón,Zaragoza,27.553269654665684,1361,2368,64,135,476,912,59,12,117,284,168,2028,277,1225,526,1101,149,711,241,927,128,514,285,45,4,4,8,5,7,20,7,3,5,21,8,17477.69,67187,0.14256843,41.12199909,301.0
    50153 Magallón,50153,Aragón,Zaragoza,21.45545796737767,797,2029,40,105,408,445,146,3,27,30,73,1133,131,665,337,575,64,359,152,558,67,306,185,41,0,7,7,4,13,10,5,6,2,26,1,7860.9335,54427,-1.46036968,41.8340781,410.0
    50160 Mallén,50160,Aragón,Zaragoza,12.241277350680072,1691,2388,53,157,1019,1371,119,3,144,161,245,3062,410,2017,635,1608,225,1075,308,1454,185,942,327,146,6,15,35,7,28,55,5,30,4,96,11,3733.71,35535,-1.41847153,41.90052558,286.0
    50163 María de Huerva,50163,Aragón,Zaragoza,14.114114114114114,2664,2662,34,147,2512,751,1326,75,318,172,962,6116,1612,4037,467,3086,798,2063,225,3030,814,1974,242,218,19,18,41,8,43,89,0,30,14,155,19,10809.61,68686,-0.9971823,41.5370289,342.0
    50165 Mequinenza,50165,Aragón,Zaragoza,19.6927374301676,1432,3146,30,110,584,1187,37,46,153,98,187,2293,294,1444,555,1173,162,771,240,1120,132,673,315,50,0,2,16,0,5,25,4,19,4,24,3,30762.63,86351,0.30277747,41.37428943,78.0
    50175 Morata de Jalón,50175,Aragón,Zaragoza,42.0846394984326,1276,1883,61,141,264,587,120,1,30,26,50,1080,94,641,345,538,47,346,145,542,47,295,200,45,5,9,11,3,11,11,3,4,4,26,8,4584.53,35860,-1.47618479,41.47401464,412.0
    50181 Muel,50181,Aragón,Zaragoza,18.76172607879925,1066,2194,47,131,435,540,194,12,59,73,128,1442,204,936,302,746,87,515,144,696,117,421,158,40,0,5,15,1,7,12,1,8,1,28,5,7916.7282,44727,-1.08483691,41.46663061,428.0
    50203 Pastriz,50203,Aragón,Zaragoza,32.367149758454104,828,3005,10,31,511,411,230,11,29,14,92,1298,161,894,243,628,87,431,110,670,74,463,133,38,4,3,10,6,3,15,4,10,3,22,0,1651.6112,25084,-0.78336563,41.61871805,186.0
    50204 Pedrola,50204,Aragón,Zaragoza,15.371716042481834,1789,2671,52,129,1101,1416,281,15,152,287,311,3564,553,2342,669,1837,278,1235,324,1727,275,1107,345,159,10,19,35,5,38,52,5,29,10,97,18,11371.6,52471,-1.21554213,41.79055322,235.0
    50208 Pina de Ebro,50208,Aragón,Zaragoza,23.09278350515464,1455,3013,41,102,816,1007,122,24,80,124,204,2377,359,1538,480,1219,188,805,226,1158,171,733,254,98,2,8,17,5,19,46,0,26,6,56,10,30916.6451,120696,-0.53303523,41.48709183,162.0
    50209 Pinseque,50209,Aragón,Zaragoza,14.042171377299235,2229,2620,42,174,1542,741,952,36,274,119,507,4172,861,2810,501,2129,442,1440,247,2043,419,1370,254,159,5,16,28,4,39,67,0,18,7,124,10,1611.27,16065,-1.10082877,41.73632235,233.0
    50222 Quinto,50222,Aragón,Zaragoza,20.185185185185187,1080,2781,24,78,527,1050,111,15,23,48,162,1936,280,1183,473,981,154,608,219,955,126,575,254,93,2,7,20,6,16,42,15,12,2,54,8,11826.0263,58381,-0.49805401,41.42376777,183.0
    50223 Remolinos,50223,Aragón,Zaragoza,15.457413249211358,634,3130,22,58,311,574,74,6,17,15,52,1049,103,601,345,536,52,327,157,513,51,274,188,37,4,1,8,1,7,15,1,9,2,19,5,1850.69,25128,-1.17527348,41.83806868,227.0
    50225 Ricla,50225,Aragón,Zaragoza,24.148606811145516,1615,2390,49,138,701,1183,206,8,109,487,210,2908,343,2096,469,1561,196,1149,216,1347,147,947,253,96,1,12,26,2,22,33,28,11,1,50,3,9088.96,48454,-1.4058467,41.50488275,382.0
    50230 Sádaba,50230,Aragón,Zaragoza,36.181342632955534,1147,2041,48,128,351,693,109,8,59,17,55,1292,116,832,344,665,63,458,144,627,53,374,200,42,5,6,8,5,9,15,5,5,4,27,5,12954.9332,50903,-1.27248082,42.28120303,443.0
    50235 San Mateo de Gállego,50235,Aragón,Zaragoza,11.833069202324353,1893,2603,51,140,1178,1004,483,50,220,128,344,3407,547,2243,617,1746,293,1167,286,1661,254,1076,331,105,5,8,25,8,23,36,7,11,2,78,6,7162.1104,61138,-0.76811416,41.83206978,279.0
    50240 Sástago,50240,Aragón,Zaragoza,36.895388076490434,889,2774,21,82,184,650,97,13,45,36,88,1114,130,606,378,559,73,321,165,555,57,285,213,26,0,4,4,0,11,8,3,5,1,15,4,30097.93,107493,-0.35375463,41.32149982,151.0
    50247 Sobradiel,50247,Aragón,Zaragoza,11.627906976744184,516,2919,11,27,393,297,250,15,35,27,134,1152,218,717,217,550,106,353,91,602,112,364,126,42,2,2,11,0,6,19,0,3,4,31,3,1206.4361,16653,-1.03502791,41.7395923,214.0
    50251 Tarazona,50251,Aragón,Zaragoza,20.81626888857506,7081,2000,287,680,3484,4800,382,22,591,366,852,10498,1521,6580,2397,5242,825,3382,1035,5256,696,3198,1362,453,23,48,82,21,91,188,22,67,15,307,42,24407.16,157481,-1.72518642,41.90264813,483.0
    50252 Tauste,50252,Aragón,Zaragoza,22.39858906525573,3969,2618,111,285,1962,3467,273,27,231,275,509,6754,910,4349,1495,3389,472,2258,659,3365,438,2091,836,239,12,34,37,17,41,98,28,52,6,122,31,40518.23,107394,-1.25694062,41.92139418,264.0
    50262 Torres de Berrellén,50262,Aragón,Zaragoza,19.03153153153153,888,2814,29,61,480,608,169,6,45,30,120,1458,228,904,326,749,128,463,158,709,100,441,168,53,5,9,11,2,1,27,1,13,5,30,6,5379.87,65408,-1.06450752,41.75818705,218.0
    50272 Utebo,50272,Aragón,Zaragoza,4.354243542435424,8130,2363,136,470,7711,5154,2456,152,862,588,1886,18809,3633,12755,2421,9385,1856,6434,1095,9424,1777,6321,1326,784,50,79,130,27,165,333,21,105,34,543,81,1772.1292,22868,-0.99446148,41.71506874,211.0
    50288 Villanueva de Gállego,50288,Aragón,Zaragoza,10.596310596310596,2331,2480,52,190,1713,1525,658,43,249,131,408,4727,807,3177,743,2366,415,1624,327,2361,392,1553,416,176,15,19,32,6,36,68,1,20,7,129,17,7598.7694,40463,-0.82121372,41.76835375,246.0
    50297 Zaragoza,50297,Aragón,Zaragoza,4.658943064246329,338961,1984,6737,24571,198571,328783,21946,8225,25482,39070,59332,681430,100503,433650,147277,326196,51780,213437,60979,355234,48723,220213,86298,29834,1432,3879,6212,1210,6442,10659,479,3183,1638,21099,3435,97399.74,308484,-0.87928652,41.65645655,208.0
    50298 Zuera,50298,Aragón,Zaragoza,10.576923076923077,4264,2566,85,298,2454,2945,840,129,519,846,878,8612,1442,5843,1327,4445,731,3089,625,4167,711,2754,702,310,16,37,68,14,74,101,11,69,11,201,18,33224.9586,106793,-0.78671918,41.86907598,278.0
    50903 Villamayor de Gállego,50903,Aragón,Zaragoza,29.62724935732648,1556,2869,39,88,1782,295,404,8,53,40,179,2761,329,1816,616,1384,163,935,286,1377,166,881,330,88,8,10,16,8,15,31,5,12,2,60,11,8936.4544,44874,-0.7705331,41.68419824,232.0
    33001 Allande,33001,"Asturias, Principado de",Asturias,40.62863795110594,1718,1896,96,149,278,1070,123,0,45,39,67,1622,109,881,632,803,53,471,279,819,56,410,353,41,1,1,21,0,5,11,3,4,5,31,2,33937.08,122764,-6.60838301,43.27229373,524.0
    33002 Aller,33002,"Asturias, Principado de",Asturias,39.09733550842849,11034,1664,581,1179,2944,5810,699,0,291,112,502,10358,856,6361,3141,5112,449,3341,1322,5246,407,3020,1819,531,13,66,152,12,121,167,5,55,57,371,43,37632.17,96811,-5.62242,43.161048,423.0
    33004 Avilés,33004,"Asturias, Principado de",Asturias,8.083506714582938,42296,2018,1102,3572,24280,37956,5119,0,2474,2125,4996,76951,8825,48110,20016,36378,4574,23656,8148,40573,4251,24454,11868,4664,208,560,1128,179,912,1677,121,439,312,3254,538,2672.34,27884,-5.92478951,43.55857729,5.0
    33005 Belmonte de Miranda,33005,"Asturias, Principado de",Asturias,55.07826720058245,2747,1649,157,251,220,870,222,0,55,17,53,1437,82,794,561,768,41,450,277,669,41,344,284,52,4,2,24,2,9,10,5,9,8,31,4,20800.9276,81046,-6.21778488,43.28188653,199.0
    33006 Bimenes,33006,"Asturias, Principado de",Asturias,56.536502546689306,2356,1852,70,192,349,916,248,0,65,17,99,1694,157,1004,533,817,71,531,215,877,86,473,318,97,5,15,28,5,19,32,4,1,10,73,9,3263.09,26255,-5.56576167,43.33020136,303.0
    33007 Boal,33007,"Asturias, Principado de",Asturias,46.67033571821684,1817,1691,90,186,53,1210,108,0,25,10,46,1452,81,793,578,732,40,442,250,720,41,351,328,41,3,9,13,3,5,11,5,5,5,31,3,12028.1318,69917,-6.81759886,43.42900287,454.0
    33008 Cabrales,33008,"Asturias, Principado de",Asturias,49.79106396657024,3111,1440,182,377,457,1055,138,0,92,92,123,1957,185,1158,614,993,105,604,284,964,80,554,330,48,0,6,19,0,7,16,5,3,10,34,4,23882.78,72389,-4.84628428,43.31678075,178.0
    33009 Cabranes,33009,"Asturias, Principado de",Asturias,34.76848090982941,1231,1639,83,164,140,524,209,0,101,56,82,1112,127,644,341,565,62,344,159,547,65,300,182,70,0,10,28,2,10,21,8,7,5,49,2,3831.1959,30875,-5.40554459,43.41964829,336.0
    33010 Candamo,33010,"Asturias, Principado de",Asturias,22.651565622918053,1501,2246,59,160,413,1056,318,0,49,27,100,1963,172,1116,675,962,84,580,298,1001,88,536,377,88,3,11,30,6,11,28,2,6,11,58,11,7197.2501,40614,-6.0591576,43.43659271,114.0
    33011 Cangas del Narcea,33011,"Asturias, Principado de",Asturias,18.253866803016745,7823,2254,349,822,2732,7596,561,0,275,154,648,11966,1177,7185,3604,5866,616,3603,1647,6100,561,3582,1957,447,19,52,104,24,84,164,43,31,39,297,37,82357.85,150900,-6.55205753,43.1772214,377.0
    33012 Cangas de Onís,33012,"Asturias, Principado de",Asturias,17.85510553337136,5259,1663,331,777,1993,2570,624,0,321,266,439,6213,762,3890,1561,3012,403,1934,675,3201,359,1956,886,242,12,23,73,5,42,87,13,11,19,190,9,21323.52,82997,-5.12749781,43.34839001,81.0
    33014 Carreño,33014,"Asturias, Principado de",Asturias,12.05967675093245,7239,2269,325,920,3338,4571,1134,0,395,179,666,10283,1184,6273,2826,4964,578,3144,1242,5319,606,3129,1584,441,21,51,105,16,80,168,2,40,25,340,34,6658.76,44514,-5.76718059,43.5901987,36.0
    33015 Caso,33015,"Asturias, Principado de",Asturias,37.392703862660944,1864,1109,141,320,409,703,208,0,58,20,53,1451,73,812,566,825,32,491,302,626,41,321,264,51,1,8,20,0,13,9,5,5,5,32,6,30661.85,86290,-5.34401882,43.18235684,574.0
    33016 Castrillón,33016,"Asturias, Principado de",Asturias,6.272754854368932,13184,1933,485,1520,6753,10452,2414,0,739,357,1582,22297,2776,13622,5899,10808,1412,6787,2609,11489,1364,6835,3290,1010,41,116,219,30,221,383,12,102,49,791,56,5546.17,51781,-5.97389938,43.55998379,29.0
    33017 Castropol,33017,"Asturias, Principado de",Asturias,24.18478260869565,2576,1951,153,361,618,2077,232,0,180,48,179,3334,310,1955,1069,1629,164,1006,459,1705,146,949,610,107,6,12,27,3,24,37,7,9,5,82,4,12544.25,95487,-7.03005089,43.52757398,33.0
    33018 Coaña,33018,"Asturias, Principado de",Asturias,27.594229874360167,2149,2401,75,193,271,2292,404,0,82,32,231,3312,389,1968,955,1620,199,994,427,1692,190,974,528,95,2,11,28,3,25,23,5,10,8,62,10,6580.029,53130,-6.75166156,43.51470513,87.0
    33019 Colunga,33019,"Asturias, Principado de",Asturias,17.191115224433133,4322,1447,354,887,737,1807,338,0,126,97,133,3239,240,1889,1110,1604,124,1006,474,1635,116,883,636,107,4,19,31,1,12,41,2,6,10,84,1,9757.0145,46271,-5.27038403,43.48545033,21.0
    33020 Corvera de Asturias,33020,"Asturias, Principado de",Asturias,11.873226111636708,8456,2129,223,675,6081,5667,2027,0,407,245,1141,15568,2023,9817,3728,7619,1088,4933,1598,7949,935,4884,2130,1041,48,127,226,55,208,377,18,85,78,763,97,4600.8925,36540,-5.87012215,43.5219585,58.0
    33021 Cudillero,33021,"Asturias, Principado de",Asturias,22.743055555555557,5184,1893,291,685,1089,2701,605,0,220,124,254,4993,460,2948,1585,2475,250,1529,696,2518,210,1419,889,202,10,28,55,4,29,78,4,12,21,153,14,10078.4303,85757,-6.14543206,43.5629171,7.0
    33024 Gijón,33024,"Asturias, Principado de",Asturias,5.576852069416938,148955,1835,4998,15533,81835,134414,14102,0,12004,9721,17227,269311,31180,166073,72058,126865,16046,81347,29472,142446,15134,84726,42586,16027,654,1889,3930,542,2975,6037,162,1021,1070,12154,1620,18395.27,103727,-5.65949323,43.53920222,7.0
    33025 Gozón,33025,"Asturias, Principado de",Asturias,9.322799097065465,8860,1659,584,1737,4240,3605,1382,0,352,137,683,10399,1110,6305,2984,5090,606,3191,1293,5309,504,3114,1691,436,16,46,108,20,79,167,7,43,28,326,32,8172.6042,71115,-5.78813115,43.61654729,8.0
    33026 Grado,33026,"Asturias, Principado de",Asturias,23.970324891276544,7818,1993,352,877,2805,4915,847,0,250,235,604,9656,1033,5913,2710,4701,527,3039,1135,4955,506,2874,1575,531,32,68,126,19,103,183,20,39,48,358,66,21671.127,94511,-6.06990452,43.38929203,66.0
    33028 Ibias,33028,"Asturias, Principado de",Asturias,42.829581993569136,1555,1347,129,204,208,783,99,0,49,19,26,1184,50,673,461,682,30,414,238,502,20,259,223,27,5,5,9,5,1,7,3,0,4,21,1,33340.84,119398,-6.87293932,43.03763941,308.0
    33030 Illas,33030,"Asturias, Principado de",Asturias,18.27794561933535,662,2490,24,64,255,457,232,0,17,6,78,1045,113,632,300,528,55,337,136,517,58,295,164,38,5,3,14,0,5,12,5,8,5,25,3,2550.6965,23082,-5.96873939,43.49562721,165.0
    33031 Langreo,33031,"Asturias, Principado de",Asturias,18.2767121177105,25962,1877,963,2469,13018,19164,2533,0,1134,539,2304,38693,4130,24269,10294,18434,2089,12143,4202,20259,2041,12126,6092,3044,166,438,673,129,656,982,52,177,245,2053,517,8353.83,51916,-5.68337382,43.29473461,211.0
    33032 Laviana,33032,"Asturias, Principado de",Asturias,17.40522673277554,9681,1768,543,1161,3736,6901,896,0,247,181,800,12761,1451,7908,3402,6144,777,3880,1487,6617,674,4028,1915,641,24,69,148,31,150,219,8,60,45,465,63,13105.64,54827,-5.56393683,43.24712327,293.0
    33033 Lena,33033,"Asturias, Principado de",Asturias,18.489455615497796,8156,1657,468,1077,3107,5775,690,0,331,147,574,10624,1074,6530,3020,5130,527,3320,1283,5494,547,3210,1737,587,18,70,131,23,130,215,11,39,43,419,75,31819.63,95218,-5.82960591,43.15927913,306.0
    33034 Valdés,33034,"Asturias, Principado de",Asturias,23.67128669649678,9163,1906,519,1233,2606,6849,630,0,382,183,622,11272,1081,6463,3728,5538,563,3328,1647,5734,518,3135,2081,415,9,54,132,11,76,133,19,29,33,300,34,35351.698,134419,-6.53512178,43.54452761,1.0
    33035 Llanera,33035,"Asturias, Principado de",Asturias,9.822276488943157,7371,2363,180,587,4632,5378,2095,0,458,252,1012,13827,1880,9076,2871,6850,950,4601,1299,6977,930,4475,1572,654,35,76,155,35,121,232,10,51,43,472,78,10669.0356,58039,-5.85167484,43.44134929,179.0
    33036 Llanes,33036,"Asturias, Principado de",Asturias,19.09634469580225,16223,1356,1280,3380,3091,7121,1008,0,880,712,874,13686,1558,8550,3578,6707,785,4388,1534,6979,773,4162,2044,554,21,62,187,28,73,183,17,33,56,419,29,26293.42,137099,-4.75450323,43.42236986,10.0
    33037 Mieres,33037,"Asturias, Principado de",Asturias,22.208053172579024,25878,1891,876,2374,13194,18312,2099,0,1011,461,1938,37016,3456,22901,10659,17584,1762,11376,4446,19432,1694,11525,6213,2625,132,353,619,120,536,865,49,193,210,1788,385,14603.75,60368,-5.7779978,43.25363001,207.0
    33037 Mieres,33037,Cataluña,Girona,22.208053172579024,25878,1891,876,2374,13194,18312,2099,0,1011,461,1938,37016,3456,22901,10659,17584,1762,11376,4446,19432,1694,11525,6213,20,0,2,5,0,6,8,0,4,3,16,2,14603.75,60368,-5.7779978,43.25363001,207.0
    33038 Morcín,33038,"Asturias, Principado de",Asturias,24.02432843385707,1973,1909,92,215,896,1083,315,0,70,50,120,2534,247,1604,683,1267,121,825,321,1267,126,779,362,92,3,11,27,5,17,30,4,14,2,66,7,5005.4204,36003,-5.89292823,43.2824189,354.0
    33039 Muros de Nalón,33039,"Asturias, Principado de",Asturias,17.053140096618357,2070,1653,138,377,423,856,369,0,117,44,115,1924,189,1131,604,927,112,554,261,997,77,577,343,102,5,15,24,1,19,39,4,5,5,81,10,809.4177,18113,-6.10468816,43.54215544,127.0
    33040 Nava,33040,"Asturias, Principado de",Asturias,28.56132075471698,4240,2011,159,415,1515,2569,634,0,179,95,279,5272,522,3417,1333,2589,251,1743,595,2683,271,1674,738,229,19,25,52,8,35,90,4,8,19,176,24,9580.96,50368,-5.50560512,43.35834129,243.0
    33041 Navia,33041,"Asturias, Principado de",Asturias,14.778777308610245,5447,2014,287,694,2633,3950,735,0,304,138,545,8305,937,5151,2217,4009,470,2584,955,4296,467,2567,1262,260,8,48,46,5,67,86,6,38,16,187,13,6311.4964,50782,-6.72264777,43.53906309,14.0
    33042 Noreña,33042,"Asturias, Principado de",Asturias,15.826612903225806,2976,2016,86,234,1998,1830,703,0,152,63,368,5114,705,3322,1087,2446,359,1655,432,2668,346,1667,655,239,12,32,59,7,44,85,2,28,17,169,23,565.8149,18372,-5.70756578,43.39417226,206.0
    33044 Oviedo,33044,"Asturias, Principado de",Asturias,7.368917537929407,127210,1613,3814,15170,71541,96215,15254,0,9072,9274,15806,217164,27377,137550,52237,100442,14025,65578,20839,116722,13352,71972,31398,11176,481,1485,2581,370,2326,3933,121,629,674,8385,1367,18665.1726,104933,-5.84372206,43.36232165,231.0
    33045 Parres,33045,"Asturias, Principado de",Asturias,21.87150212670696,4467,1657,255,566,1507,2419,583,0,236,192,355,5292,608,3265,1419,2583,300,1656,627,2709,308,1609,792,229,14,18,71,6,29,91,6,15,17,166,25,12624.38,75897,-5.19086415,43.38601098,85.0
    33047 Peñamellera Baja,33047,"Asturias, Principado de",Asturias,46.71052631578947,1976,1497,113,233,0,903,64,0,146,44,86,1243,126,743,374,618,55,379,184,625,71,364,190,53,5,1,20,0,10,16,1,4,2,44,3,8405.68,53724,-4.58399124,43.32342411,26.0
    33049 Piloña,33049,"Asturias, Principado de",Asturias,40.34238488783943,8470,1695,400,922,1536,3894,614,0,315,141,410,6910,663,4157,2090,3387,329,2125,933,3523,334,2032,1157,348,7,41,103,19,60,118,17,29,25,257,20,28492.19,85446,-5.36471715,43.34785392,158.0
    33051 Pravia,33051,"Asturias, Principado de",Asturias,21.36932834607253,6149,1889,284,706,2389,3948,726,0,249,121,494,7927,844,4882,2201,3866,437,2479,950,4061,407,2403,1251,462,12,51,145,18,85,151,27,56,34,290,55,10295.7047,54326,-6.11182497,43.48912351,38.0
    33053 Quirós,33053,"Asturias, Principado de",Asturias,52.39887111947319,2126,1279,134,258,271,582,215,0,62,29,49,1208,74,717,417,703,49,436,218,505,25,281,199,52,0,9,16,1,11,13,1,2,1,42,5,20320.8,84652,-5.9727574,43.15791495,469.0
    33055 Ribadedeva,33055,"Asturias, Principado de",Asturias,20.840950639853748,2188,1227,216,485,538,715,102,0,214,47,110,1726,197,1039,490,835,94,532,209,891,103,507,281,56,5,9,14,5,11,15,3,1,1,47,2,3544.0,36950,-4.53974028,43.37474115,111.0
    33056 Ribadesella,33056,"Asturias, Principado de",Asturias,11.655948553054662,6220,1447,551,1329,1402,2929,507,0,283,227,352,5700,596,3515,1589,2701,311,1721,669,2999,285,1794,920,198,3,29,63,8,37,59,4,11,23,157,5,8437.43,55715,-5.05751881,43.46198935,5.0
    33057 Ribera de Arriba,33057,"Asturias, Principado de",Asturias,17.652099400171377,1167,2365,40,110,608,700,324,0,52,34,131,1849,235,1171,443,937,134,597,206,912,101,574,237,154,9,29,42,9,31,34,16,16,13,85,24,2198.4008,33641,-5.87580874,43.30958383,148.0
    33058 Riosa,33058,"Asturias, Principado de",Asturias,25.966101694915256,1475,1817,99,170,459,1059,176,0,39,25,81,1839,136,1182,521,933,70,644,219,906,66,538,302,79,5,10,22,1,12,32,0,7,4,62,6,4648.5525,30943,-5.88171802,43.23032557,327.0
    33059 Salas,33059,"Asturias, Principado de",Asturias,29.321382842509603,4686,1843,278,577,1268,2611,499,0,172,90,233,4873,417,2792,1664,2407,212,1453,742,2466,205,1339,922,209,6,27,62,7,36,71,8,35,10,144,12,22711.4383,84934,-6.26079,43.40897,240.0
    33060 San Martín del Rey Aurelio,33060,"Asturias, Principado de",Asturias,20.259387979994912,11797,1785,545,1276,5719,7326,1270,0,357,187,805,15664,1513,9479,4672,7525,788,4809,1928,8139,725,4670,2744,1244,57,177,316,54,250,390,21,73,112,841,197,5504.87,38491,-5.60306902,43.27495447,255.0
    33065 Sariego,33065,"Asturias, Principado de",Asturias,22.209302325581397,860,2543,22,66,0,938,215,0,37,16,95,1301,148,799,354,630,67,406,157,671,81,393,197,62,2,3,13,3,16,22,4,7,5,42,6,2571.7701,25144,-5.55834134,43.40984728,287.0
    33066 Siero,33066,"Asturias, Principado de",Asturias,11.014914268321553,29569,1935,947,2990,15691,22662,6639,0,1765,963,3854,51574,6666,33455,11453,25270,3457,16813,5000,26304,3209,16642,6453,2677,105,350,582,96,542,1002,35,174,183,1977,308,21123.2775,92123,-5.66321486,43.39474647,222.0
    33068 Somiedo,33068,"Asturias, Principado de",Asturias,54.282062207072855,2347,1242,163,293,270,575,187,0,33,18,36,1119,58,660,401,657,39,393,225,462,19,267,176,22,0,1,7,0,4,9,1,0,3,19,2,29011.75,93444,-6.255630255,43.09268059,695.0
    33069 Soto del Barco,33069,"Asturias, Principado de",Asturias,17.176730079955888,3627,1612,246,689,96,2716,613,0,178,55,203,3861,369,2362,1130,1904,187,1222,495,1957,182,1140,635,203,5,18,55,6,34,85,5,21,21,148,9,3534.4447,29201,-6.07160843,43.53284864,50.0
    33070 Tapia de Casariego,33070,"Asturias, Principado de",Asturias,17.963017317287935,3407,1667,228,617,1005,1938,331,0,160,39,205,3678,357,2219,1102,1785,190,1117,478,1893,167,1102,624,149,5,18,47,6,30,43,5,11,7,116,10,6598.5107,69341,-6.943351133,43.56931696,19.0
    33072 Teverga,33072,"Asturias, Principado de",Asturias,32.68215417106652,1894,1339,120,334,352,879,258,0,35,15,55,1594,94,912,588,869,45,510,314,725,49,402,274,50,5,5,19,0,11,14,5,5,5,42,2,17631.47,67455,-6.10291272,43.1589266,469.0
    33073 Tineo,33073,"Asturias, Principado de",Asturias,32.35632183908046,6960,2064,367,679,1829,6026,458,0,183,133,479,9108,822,5310,2976,4618,425,2797,1396,4490,397,2513,1580,328,10,42,82,10,80,104,27,31,23,211,36,54082.6285,133106,-6.4149822,43.33525572,674.0
